,equipRef,groupRef,navName,siteRef,typeRef,unit,date,mean,std,max,min,sensorrate
4578,Rm 3208 VAV-3S049,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S049_DP,Pa,2020-05-01,21.13600879166667,19.609605694392823,71.532707,-0.563357,144
4579,Rm 3208 VAV-3S049,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S049_FLW,L/s,2020-03-16,545.3002672727272,53.0108492362441,635.234863,437.887268,44
4580,Rm 3208 VAV-3S049,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S049_FLW,L/s,2020-05-01,300.99424045833325,251.04345691743816,717.633179,0.0,144
4581,Rm 3208 VAV-3S049,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S049_FLW_SP,L/s,2020-03-16,551.6731594999999,60.68545327992717,643.625244,425.0,44
4582,Rm 3208 VAV-3S049,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S049_FLW_SP,L/s,2020-05-01,632.7784779513887,192.33055427615759,855.0,425.0,144
4583,Rm 3208 VAV-3S049,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S049_HCV,%,2020-03-16,0.0,0.0,0.0,0.0,44
4584,Rm 3208 VAV-3S049,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S049_HCV,%,2020-05-01,2.508315335664336,7.7772484475995025,29.781326,0.0,143
4585,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone CO2,Pharmacy,VAV_3S049_CO2-1,ppm,2020-03-16,430.3883036136365,17.47869016076668,466.178284,407.30658,44
4586,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone CO2 Sp,Pharmacy,VAV_3S049_CO2_SP,ppm,2020-03-16,850.0,0.0,850.0,850.0,15
4587,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone Co2,Pharmacy,VAV_3S049_CO2-1,ppm,2020-05-01,446.10590987412604,33.62028016386541,518.394714,410.056396,143
4588,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone Co2 Sp,Pharmacy,VAV_3S049_CO2_SP,ppm,2020-05-01,850.0,0.0,850.0,850.0,47
4589,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S049_RT_AV,°C,2020-03-16,20.042083409090917,0.09505178460439268,20.194862,19.816549,44
4590,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S049_RT_AV,°C,2020-05-01,20.41312004166664,0.6156485347335243,21.391546,19.84561,144
4591,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S049_RT_SP,°C,2020-03-16,19.954545454545453,0.21070705494148512,20.0,19.0,44
4592,Rm 3208 VAV-3S049,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S049_RT_SP,°C,2020-05-01,19.604166666666668,0.49073585391906926,20.0,19.0,144
4593,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S012_DMP,%,2020-03-16,32.24361233333331,3.6387582307375888,41.859314,29.44413,45
4594,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S012_DMP,%,2020-05-01,27.413560916666643,11.378603393069495,64.029266,0.0,144
4595,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Delta Pressure,Pharmacy,VAV_3S012_DP,Pa,2020-03-16,14.11080988888889,5.041394867230244,33.671928,10.890894,45
4596,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S012_DP,Pa,2020-05-01,11.771899576388886,8.810877927710667,80.499725,0.436531,144
4597,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S012_FLW,L/s,2020-03-16,137.21129488636362,21.38039957467407,209.389114,123.405853,44
4598,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S012_FLW,L/s,2020-05-01,120.12769484722223,42.12385065657765,331.890564,24.646591,144
4599,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S012_FLW_SP,L/s,2020-03-16,137.52347753333333,22.26156004174577,224.499115,130.0,45
4600,Rm 3210 VAV-3S012,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S012_FLW_SP,L/s,2020-05-01,133.47222222222223,29.35958509559079,380.0,130.0,144
4601,Rm 3210 VAV-3S012,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S012_HCV,%,2020-03-16,1.7922315227272732,2.5823905186239027,5.968335,0.0,44
4602,Rm 3210 VAV-3S012,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S012_HCV,%,2020-05-01,74.39951756643356,35.467956132152395,100.0,0.0,143
4603,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone CO2,Pharmacy,VAV_3S012_CO2-1,ppm,2020-03-16,434.1929023181818,22.754469361297723,485.173065,406.989288,44
4604,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone CO2 Sp,Pharmacy,VAV_3S012_CO2_SP,ppm,2020-03-16,850.0,0.0,850.0,850.0,15
4605,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone Co2,Pharmacy,VAV_3S012_CO2-1,ppm,2020-05-01,454.3203728671331,30.761937191153105,537.768921,412.838989,143
4606,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone Co2 Sp,Pharmacy,VAV_3S012_CO2_SP,ppm,2020-05-01,850.0,0.0,850.0,850.0,47
4607,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S012_RT_AV,°C,2020-03-16,22.059754386363633,0.13177513699008167,22.429787,21.814816,44
4608,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S012_RT_AV,°C,2020-05-01,21.41802526388889,0.4889870704822327,22.328421,20.734432,144
4609,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S012_RT_SP,°C,2020-03-16,22.0,0.0,22.0,22.0,44
4610,Rm 3210 VAV-3S012,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S012_RT_SP,°C,2020-05-01,22.0,0.0,22.0,22.0,144
4611,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S011_DMP,%,2020-03-16,26.1525427111111,0.7894514477577464,26.847191,25.215176,45
4612,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S011_DMP,%,2020-05-01,16.038569604166675,13.030262564894493,27.114845,0.0,144
4613,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Delta Pressure,Pharmacy,VAV_3S011_DP,Pa,2020-03-16,2.253154955555556,0.12218946925052604,2.71122,1.972876,45
4614,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S011_DP,Pa,2020-05-01,1.394188034722222,1.182567538492585,2.717265,-0.096377,144
4615,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S011_FLW,L/s,2020-03-16,19.841510644444444,0.4413615749366408,20.977922,18.75161,45
4616,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S011_FLW,L/s,2020-05-01,12.236489215277775,9.951153202483308,21.478493,0.0,144
4617,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S011_FLW_SP,L/s,2020-03-16,20.0,0.0,20.0,20.0,45
4618,Rm 3210a VAV-3S011,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S011_FLW_SP,L/s,2020-05-01,20.0,0.0,20.0,20.0,144
4619,Rm 3210a VAV-3S011,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S011_HCV,%,2020-03-16,0.0,0.0,0.0,0.0,44
4620,Rm 3210a VAV-3S011,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S011_HCV,%,2020-05-01,0.0,0.0,0.0,0.0,143
4621,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone CO2,Pharmacy,VAV_3S011_CO2-1,ppm,2020-03-16,422.0530554318182,20.429690873932515,467.878723,399.052063,44
4622,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone CO2 Sp,Pharmacy,VAV_3S011_CO2_SP,ppm,2020-03-16,850.0,0.0,850.0,850.0,15
4623,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone Co2,Pharmacy,VAV_3S011_CO2-1,ppm,2020-05-01,449.1738817272728,33.223541118975255,528.576477,407.050476,143
4624,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone Co2 Sp,Pharmacy,VAV_3S011_CO2_SP,ppm,2020-05-01,850.0,0.0,850.0,850.0,47
4625,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S011_RT_AV,°C,2020-03-16,22.036268822222233,0.22818060237484977,22.356388,21.767231,45
4626,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S011_RT_AV,°C,2020-05-01,21.73614750694446,0.2689257729853628,22.151798,21.274216,144
4627,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S011_RT_SP,°C,2020-03-16,20.0,0.0,20.0,20.0,45
4628,Rm 3210a VAV-3S011,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S011_RT_SP,°C,2020-05-01,19.604166666666668,0.49073585391906926,20.0,19.0,144
4629,Rm 3210b FC-306,Pharmacy Floor 3,Cooling Valve Cmd,Pharmacy,FCU_306_CCV,%,2020-03-16,62.73269893333331,47.08420140279693,100.0,0.0,30
4630,Rm 3210b FC-306,Pharmacy Floor 3,Cooling Valve Cmd,Pharmacy,FCU_306_CCV,%,2020-05-01,46.08120909473686,49.27533286697574,100.0,0.0,95
4631,Rm 3210b FC-306,Pharmacy Floor 3,Discharge Fan Run ,Pharmacy,FCU_306_S,A,2020-03-16,0.8245500999999998,0.5933907338455399,1.347985,0.0,30
4632,Rm 3210b FC-306,Pharmacy Floor 3,Discharge Fan Run ,Pharmacy,FCU_306_S,A,2020-05-01,0.6016911894736842,0.6333792967298219,1.269841,0.0,95
4633,Rm 3210b FC-306,Pharmacy Floor 3,Zone Temp,Pharmacy,FCU_306_RT,°C,2020-03-16,22.6454119,0.565401196685873,23.407911,21.779911,30
4634,Rm 3210b FC-306,Pharmacy Floor 3,Zone Temp,Pharmacy,FCU_306_RT,°C,2020-05-01,22.40225841052632,0.6744517881539288,23.484522,21.533842,95
4635,Rm 3210b FC-306,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,FCU_306_RT_SP,°C,2020-03-16,21.5,0.0,21.5,21.5,30
4636,Rm 3210b FC-306,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,FCU_306_RT_SP,°C,2020-05-01,21.5,0.0,21.5,21.5,95
4637,Rm 3300b FC-305,Pharmacy Floor 3,Cooling Valve Cmd,Pharmacy,FCU_305_CCV,%,2020-03-16,0.0,0.0,0.0,0.0,30
4638,Rm 3300b FC-305,Pharmacy Floor 3,Cooling Valve Cmd,Pharmacy,FCU_305_CCV,%,2020-05-01,1.4760120315789471,5.909756580167849,33.676273,0.0,95
4639,Rm 3300b FC-305,Pharmacy Floor 3,Discharge Fan Run ,Pharmacy,FCU_305_S,A,2020-03-16,0.0,0.0,0.0,0.0,30
4640,Rm 3300b FC-305,Pharmacy Floor 3,Discharge Fan Run ,Pharmacy,FCU_305_S,A,2020-05-01,0.06066448421052632,0.23489894123543642,0.976801,0.0,95
4641,Rm 3300b FC-305,Pharmacy Floor 3,Zone Temp,Pharmacy,FCU_305_RT,°C,2020-03-16,23.195439499999996,0.07809394855303299,23.312147,23.024853,30
4642,Rm 3300b FC-305,Pharmacy Floor 3,Zone Temp,Pharmacy,FCU_305_RT,°C,2020-05-01,22.98295192631579,0.49752443480171993,23.485935,21.504478,95
4643,Rm 3300b FC-305,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,FCU_305_RT_SP,°C,2020-03-16,21.5,0.0,21.5,21.5,30
4644,Rm 3300b FC-305,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,FCU_305_RT_SP,°C,2020-05-01,21.5,0.0,21.5,21.5,95
4645,Rm 3300c FC-301,Pharmacy Floor 3,Cooling Valve Cmd,Pharmacy,FCU_301_CCV,%,2020-03-16,3.213811,8.72390584290252,35.058224,0.0,29
4646,Rm 3300c FC-301,Pharmacy Floor 3,Cooling Valve Cmd,Pharmacy,FCU_301_CCV,%,2020-05-01,4.060787157894737,9.956463919582962,35.759087,0.0,95
4647,Rm 3300c FC-301,Pharmacy Floor 3,Discharge Fan Run ,Pharmacy,FCU_301_S,A,2020-03-16,0.42170855172413796,1.073015071366048,3.106227,0.0,29
4648,Rm 3300c FC-301,Pharmacy Floor 3,Discharge Fan Run ,Pharmacy,FCU_301_S,A,2020-05-01,0.45219919999999997,1.0932787215534787,3.125763,0.0,95
4649,Rm 3300c FC-301,Pharmacy Floor 3,Zone Temp,Pharmacy,FCU_301_RT,°C,2020-03-16,22.86632196551724,0.5632507990862694,23.407911,21.651197,29
4650,Rm 3300c FC-301,Pharmacy Floor 3,Zone Temp,Pharmacy,FCU_301_RT,°C,2020-05-01,22.85640251578947,0.49152121242922,23.439621,21.588381,95
4651,Rm 3300c FC-301,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,FCU_301_RT_SP,°C,2020-03-16,21.5,0.0,21.5,21.5,29
4652,Rm 3300c FC-301,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,FCU_301_RT_SP,°C,2020-05-01,21.5,0.0,21.5,21.5,95
4653,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S039_DMP,%,2020-03-16,57.01358943478261,6.120635929844568,65.216713,37.163292,46
4654,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S039_DMP,%,2020-05-01,98.77032719444446,6.018972081683736,100.0,65.533447,144
4655,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Delta Pressure,Pharmacy,VAV_3S039_DP,Pa,2020-03-16,56.17290773913043,17.366553250338853,77.637672,11.471039,46
4656,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S039_DP,Pa,2020-05-01,2.923040138888889,13.878465238674355,80.159309,0.184241,144
4657,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S039_FLW,L/s,2020-03-16,222.1279969565218,39.489219598329285,264.151764,101.177155,46
4658,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S039_FLW,L/s,2020-05-01,24.27789517361114,49.838012778664705,266.020477,12.27423,144
4659,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S039_FLW_SP,L/s,2020-03-16,220.96326119565217,48.46164177621962,255.0,65.0,46
4660,Rm 3301 VAV-3S039,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S039_FLW_SP,L/s,2020-05-01,252.36111111111111,22.313284672649,255.0,65.0,144
4661,Rm 3301 VAV-3S039,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S039_HCV,%,2020-03-16,0.0,0.0,0.0,0.0,46
4662,Rm 3301 VAV-3S039,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S039_HCV,%,2020-05-01,0.0,0.0,0.0,0.0,143
4663,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone CO2,Pharmacy,VAV_3S039_CO2-1,ppm,2020-03-16,448.40842008695654,8.373941922286136,466.166779,432.145538,46
4664,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone CO2 Sp,Pharmacy,VAV_3S039_CO2_SP,ppm,2020-03-16,850.0,0.0,850.0,850.0,16
4665,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone Co2,Pharmacy,VAV_3S039_CO2-1,ppm,2020-05-01,412.80211553846163,4.457171486921475,422.716431,403.705841,143
4666,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone Co2 Sp,Pharmacy,VAV_3S039_CO2_SP,ppm,2020-05-01,850.0,0.0,850.0,850.0,47
4667,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S039_RT_AV,°C,2020-03-16,22.418815739130434,0.655307546218331,23.786209,21.791691,46
4668,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S039_RT_AV,°C,2020-05-01,24.13964489583334,0.1499309697848019,24.313835,23.515785,144
4669,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S039_RT_SP,°C,2020-03-16,22.0,0.0,22.0,22.0,46
4670,Rm 3301 VAV-3S039,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S039_RT_SP,°C,2020-05-01,22.0,0.0,22.0,22.0,144
4671,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S042_DMP,%,2020-03-16,22.786762466666666,30.6445549578379,88.424637,0.0,45
4672,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S042_DMP,%,2020-05-01,96.99776890277776,12.292709633089562,100.0,0.0,144
4673,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Delta Pressure,Pharmacy,VAV_3S042_DP,Pa,2020-03-16,29.557255891304354,13.451298077588937,54.597618,3.450617,46
4674,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S042_DP,Pa,2020-05-01,28.28622331944444,3.4624156179470744,37.530411,21.579281,144
4675,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S042_FLW,L/s,2020-03-16,98.58948017777779,27.466293678718923,138.568375,31.626707,45
4676,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S042_FLW,L/s,2020-05-01,99.82444094444446,6.027699956287801,115.260185,87.298637,144
4677,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S042_FLW_SP,L/s,2020-03-16,65.28235810869565,24.80685853188717,110.0,30.0,46
4678,Rm 3302 VAV-3S042,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S042_FLW_SP,L/s,2020-05-01,108.58446183333348,9.367347640055087,110.0,30.0,144
4679,Rm 3302 VAV-3S042,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S042_HCV,%,2020-03-16,54.41784065217391,49.86360367704004,100.0,0.0,46
4680,Rm 3302 VAV-3S042,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S042_HCV,%,2020-05-01,0.0,0.0,0.0,0.0,143
4681,Rm 3302 VAV-3S042,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S042_RT_AV,°C,2020-03-16,22.10297997777779,0.45432211080373086,23.113216,21.671089,45
4682,Rm 3302 VAV-3S042,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S042_RT_AV,°C,2020-05-01,22.73832326388887,0.22695119638531294,23.113216,22.440224,144
4683,Rm 3302 VAV-3S042,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S042_RT_SP,°C,2020-03-16,22.5,0.0,22.5,22.5,45
4684,Rm 3302 VAV-3S042,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S042_RT_SP,°C,2020-05-01,22.5,0.0,22.5,22.5,144
4685,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S048_DMP,%,2020-03-16,59.80664769565219,4.347115029789708,65.500107,51.033318,46
4686,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Damper Cmd,Pharmacy,VAV_3S048_DMP,%,2020-05-01,98.77705759027779,5.893461245964121,100.0,68.66745,144
4687,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Delta Pressure,Pharmacy,VAV_3S048_DP,Pa,2020-03-16,54.813101217391306,8.725507183772377,67.408134,38.510757,46
4688,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S048_DP,Pa,2020-05-01,2.656194131944441,12.82492494061771,68.603416,-0.008222,144
4689,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S048_FLW,L/s,2020-03-16,499.4838985869564,39.815796539682836,560.809814,420.378937,46
4690,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Flow,Pharmacy,VAV_3S048_FLW,L/s,2020-05-01,23.00912765972222,107.64882480685738,572.837769,0.0,144
4691,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S048_FLW_SP,L/s,2020-03-16,497.1528254347825,43.714414648017005,535.0,435.0,46
4692,Rm 3304 VAV-3S048,Pharmacy Floor 3,Discharge Air Flow Sp,Pharmacy,VAV_3S048_FLW_SP,L/s,2020-05-01,533.6111111111111,11.74383403823632,535.0,435.0,144
4693,Rm 3304 VAV-3S048,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S048_HCV,%,2020-03-16,0.5276964782608696,2.0229139675845804,8.688838,0.0,46
4694,Rm 3304 VAV-3S048,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S048_HCV,%,2020-05-01,0.0,0.0,0.0,0.0,143
4695,Rm 3304 VAV-3S048,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S048_RT_AV,°C,2020-03-16,22.76329510869564,0.5571676025275273,23.786209,22.186846,46
4696,Rm 3304 VAV-3S048,Pharmacy Floor 3,Zone Temp,Pharmacy,VAV_3S048_RT_AV,°C,2020-05-01,23.620870208333347,0.26380450236483377,24.170776,23.209358,144
4697,Rm 3304 VAV-3S048,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S048_RT_SP,°C,2020-03-16,22.5,0.0,22.5,22.5,46
4698,Rm 3304 VAV-3S048,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,VAV_3S048_RT_SP,°C,2020-05-01,22.5,0.0,22.5,22.5,144
4699,Rm 3307 RAD-3-01,Pharmacy Floor 3,Entering Hot Water Temp,Pharmacy,RZ3_01_HWRT,°C,2020-05-01,22.722496,0.7157193417814003,23.228586,22.216406,2
4700,Rm 3307 RAD-3-01,Pharmacy Floor 3,Entering Hot Water Temp Max Sp,Pharmacy,RZ3_01_HWRT_HILIM_SP,°C,2020-03-16,34.0,0.0,34.0,34.0,16
4701,Rm 3307 RAD-3-01,Pharmacy Floor 3,Entering Hot Water Temp Max Sp,Pharmacy,RZ3_01_HWRT_HILIM_SP,°C,2020-05-01,34.0,0.0,34.0,34.0,47
4702,Rm 3307 RAD-3-01,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,RZ3_01_HCV,%,2020-03-16,42.551473333333334,27.81292344817293,98.353638,0.785169,33
4703,Rm 3307 RAD-3-01,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,RZ3_01_HCV,%,2020-05-01,53.375179575757585,25.9789744152946,97.730942,0.710454,66
4704,Rm 3307 RAD-3-01,Pharmacy Floor 3,Zone Temp,Pharmacy,RZ3_01_RT,°C,2020-03-16,22.115608,0.0,22.115608,22.115608,1
4705,Rm 3307 RAD-3-01,Pharmacy Floor 3,Zone Temp,Pharmacy,RZ3_01_RT,°C,2020-05-01,22.657546,0.5819031776687581,22.998302,21.985645,3
4706,Rm 3307 RAD-3-01,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,RZ3_01_RT_SP,°C,2020-03-16,22.0,0.0,22.0,22.0,16
4707,Rm 3307 RAD-3-01,Pharmacy Floor 3,Zone Temp Effective Sp,Pharmacy,RZ3_01_RT_SP,°C,2020-05-01,22.0,0.0,22.0,22.0,47
4708,Rm 3307 RAD-3-01,Pharmacy Floor 3,Zone Temp Sp,Pharmacy,RZ3_01_SLAB_SP,°C,2020-03-16,26.4899713125,1.7256100638346894,28.0,23.992077,16
4709,Rm 3307 RAD-3-01,Pharmacy Floor 3,Zone Temp Sp,Pharmacy,RZ3_01_SLAB_SP,°C,2020-05-01,22.73420695744681,3.46518553613844,28.0,20.0,47
4710,Rm 3313 VAV-3S052,Pharmacy Floor 3,Discharge Air Delta Pressure,Pharmacy,VAV_3S052_DP,Pa,2020-03-16,0.7381581333333335,0.3807939843271019,2.595943,0.267653,45
4711,Rm 3313 VAV-3S052,Pharmacy Floor 3,Discharge Air Differential Pressure,Pharmacy,VAV_3S052_DP,Pa,2020-05-01,-0.2895419374999998,0.24400912109207912,1.132002,-0.339554,144
4712,Rm 3313 VAV-3S052,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S052_HCV,%,2020-03-16,100.0,0.0,100.0,100.0,46
4713,Rm 3313 VAV-3S052,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,VAV_3S052_HCV,%,2020-05-01,40.76961988111888,48.88076714026518,100.0,0.0,143
4714,Rm 3315 RAD-3-11,Pharmacy Floor 3,Entering Hot Water Temp,Pharmacy,RZ3_11_HWRT,°C,2020-03-16,23.388628600000004,1.9865780017877832,26.950203,20.859715,10
4715,Rm 3315 RAD-3-11,Pharmacy Floor 3,Entering Hot Water Temp,Pharmacy,RZ3_11_HWRT,°C,2020-05-01,22.76706765384616,1.6716795109998785,24.767351,18.729963,26
4716,Rm 3315 RAD-3-11,Pharmacy Floor 3,Entering Hot Water Temp Max Sp,Pharmacy,RZ3_11_HWRT_HILIM_SP,°C,2020-03-16,34.0,0.0,34.0,34.0,15
4717,Rm 3315 RAD-3-11,Pharmacy Floor 3,Entering Hot Water Temp Max Sp,Pharmacy,RZ3_11_HWRT_HILIM_SP,°C,2020-05-01,34.0,0.0,34.0,34.0,47
4718,Rm 3315 RAD-3-11,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,RZ3_11_HCV,%,2020-03-16,42.37383559999999,28.71151413868498,90.56414,3.27859,20
4719,Rm 3315 RAD-3-11,Pharmacy Floor 3,Heating Valve Cmd,Pharmacy,RZ3_11_HCV,%,2020-05-01,49.65564255555556,26.83194560961378,95.37117,3.891859,36
4720,Rm 3315 RAD-3-11,Pharmacy Floor 3,Zone Temp,Pharmacy,RZ3_11_RT_AV,°C,2020-03-16,22.002998499999997,0.7413201427942597,22.527191,21.478806,2
4721,Rm 3315 RAD-3-11,Pharmacy Floor 3,Zone Temp,Pharmacy,RZ3_11_RT_AV,°C,2020-05-01,23.26149,1.0694456905427216,24.798624,21.737801,6
4722,Rm 3315 RAD-3-11,Pharmacy Floor 3,Zone Temp,Pharmacy,RZ3_11_SLAB_T1,°C,2020-03-16,83.33150215660385,5.5218507981898,101.378616,72.310715,530
4723,Rm 3315 RAD-3-11,Pharmacy Floor 3,Zone Temp,Pharmacy,RZ3_11_SLAB_T1,°C,2020-05-01,54.20227822123288,3.6974370447336646,63.100086,37.273895,1460
