id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,cmd,co2,command,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,linked,load,low,mixed,mixing,mode,navName,noMatch,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,reversing,roomRef,run,runtime,scheduleOcc,secondaryLoop,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,subEquipRef,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,wifi,wifiId,zachName,zone,zones,mod
@p:ubcv:r:25fb83ae-c7a3b709 Friedman Unsorted Points JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AI-10209,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011424,"","",JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AI-10209,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",5963,2020-03-10T16:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.329-07:00 Los_Angeles,"","","","","","","","",JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AI-10209,"",✓,AI3011384,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE24/BACnet IP1.Mitsubishi VRF interface.AI-10209.Trend1,Los_Angeles,°C,"","","","","","","",Return air temperature 0102,"","",2020-04-09T19:02:03.791Z UTC
@p:ubcv:r:220b975e-254d3b80 Friedman Rm 237 VAV 1-2-06 JCL-NAE24/FCB-01.VMA-019.RAD-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009441,"",✓,JCL-NAE24/FCB-01.VMA-019.RAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-24f46b4b Friedman Rm 237 VAV 1-2-06,"","","",@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82440,2018-02-06T00:00:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.399-07:00 Los_Angeles,2018-12-07T09:45:30.542-08:00 Los_Angeles,"","","","","","","",Baseboard Radiation Cmd,"","",AO3007896,"","","","","","",✓,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-581be6b8 Friedman Rm 237,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-090873f2 .+(\.|-| )(SUP)?RAD-O,"","",JCL-NAE24/FCB-01.VMA-019.RAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:02.996Z UTC
@p:ubcv:r:220b975e-39f1d823 Friedman Rm 244 VAV 3-2-04 JCL-NAE24/FCB-01.VMA-028.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010153,"",✓,JCL-NAE24/FCB-01.VMA-028.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-8523127e Friedman Rm 244 VAV 3-2-04,"","","",@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82457,2018-02-06T00:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.402-07:00 Los_Angeles,2019-04-11T16:04:13.96-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3008032,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-61673a51 Friedman Rm 244,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-028.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.518Z UTC
@p:ubcv:r:220b975d-e68dc436 Friedman Rm 151 VAV 3-1-01 JCL-NAE24/FCB-01.VMA-017.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009047,"",✓,JCL-NAE24/FCB-01.VMA-017.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-f4c3278f Friedman Rm 151 VAV 3-1-01,"","","",@p:ubcv:r:220b8ce4-f325dbc7 Friedman Floor 1,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82476,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.404-07:00 Los_Angeles,2019-04-11T16:04:13.756-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007811,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-1c6cd08f Friedman Rm 151,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-017.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:49:59.246Z UTC
@p:ubcv:r:20cd9b47-d58728ae Friedman AHU-04 JCL-NAE24/FCB-01.FEC-062.DA-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008940,"",✓,JCL-NAE24/FCB-01.FEC-062.DA-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:20c82880-5c11fa63 Friedman AHU-04,"","","",@p:ubcv:r:2203b248-8734d49f Friedman Air Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",105028,2017-06-08T23:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.406-07:00 Los_Angeles,2018-12-07T09:45:32.187-08:00 Los_Angeles,"","","","","","","",Discharge Air Temp,"","",AI3007788,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE24/FCB-01.FEC-062.DA-T.Trend1,Los_Angeles,°C,"","","","","","","",5252.AHU-04.DA-T,"","",2020-04-09T19:02:03.795Z UTC
@p:ubcv:r:25a64ae7-093a8485 Friedman Unsorted Points JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10109,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"",TL3000067,"","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10109,"","","","",@p:ubcv:r:25a649b9-9d397779 MEDB (NAE-25),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2375fcb1-58927a21 Friedman Unsorted Points,"","","",@p:ubcv:r:2375fcb1-c8fbbcba Friedman Unsorted Points,"","",✓,"","","",2020-04-06T08:30:00-07:00 Los_Angeles,conn fault,"","",8674,2020-01-06T00:00:00-08:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-05T16:00:05.773-07:00 Los_Angeles,"","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10109,"",✓,AI3000027,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","","","","",JCL-NAE25/BACnet IP interface.Mitsubishi VRF interface.AI-10109.Trend1,Los_Angeles,°C,"","","","","","","",Return air temperature 0101,"","",2020-04-09T19:02:04.153Z UTC
@p:ubcv:r:220b975e-af417dc3 Friedman Rm 423 VAV 1-4-02 JCL-NAE24/FCB-01.VMA-050.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009682,"",✓,JCL-NAE24/FCB-01.VMA-050.SAFLOW-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c8aa857c Friedman Rm 423 VAV 1-4-02,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82587,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.408-07:00 Los_Angeles,2019-04-11T16:04:13.475-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"","",AV3007951,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c51a3276 Friedman Rm 423,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE24/FCB-01.VMA-050.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","","","","",5232.AHU-01.VAV-4-02.SAFLOW-SP,"","",2020-04-09T19:02:03.796Z UTC
@p:ubcv:r:220b975e-0ed4bdfe Friedman Rm 423 VAV 1-4-02 JCL-NAE24/FCB-01.VMA-050.RAD-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009679,"",✓,JCL-NAE24/FCB-01.VMA-050.RAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-c8aa857c Friedman Rm 423 VAV 1-4-02,"","","",@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82495,2018-02-06T00:00:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.41-07:00 Los_Angeles,2018-12-07T09:45:30.464-08:00 Los_Angeles,"","","","","","","",Baseboard Radiation Cmd,"","",AO3007948,"","","","","","",✓,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-c51a3276 Friedman Rm 423,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-090873f2 .+(\.|-| )(SUP)?RAD-O,"","",JCL-NAE24/FCB-01.VMA-050.RAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:01.942Z UTC
@p:ubcv:r:220b975f-a04d8d0f Friedman HX-04 P04b JCL-NAE24/FCB-01.FEC-005.P04b-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008563,"",✓,JCL-NAE24/FCB-01.FEC-005.P04b-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P04b,@p:ubcv:r:22a09c18-acc95b21 Friedman HX-04,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-01T07:38:23-07:00 Los_Angeles,"","","",150,2017-10-19T09:03:34-07:00 Los_Angeles,ok,"",✓,✓,✓,Bool,2020-05-12T14:43:38.245-07:00 Los_Angeles,2018-12-07T09:45:30.497-08:00 Los_Angeles,"","","","","","","",Run Cmd,"","",BO3007708,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,"","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","",JCL-NAE24/FCB-01.FEC-005.P04b-C.Trend1,Los_Angeles,"","","","",✓,"","","",5252.PHW.P04b-C,"","",2020-05-12T11:03:27.53Z UTC
@p:ubcv:r:220b975f-aed4d8a8 Friedman HX-03 P06 JCL-NAE24/FCB-01.FEC-005.P06-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008571,"",✓,JCL-NAE24/FCB-01.FEC-005.P06-S,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P06,@p:ubcv:r:22a09c4b-f4c67d0a Friedman HX-03,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T13:00:11-07:00 Los_Angeles,"","","",1012,2018-01-31T07:00:09-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:43:38.311-07:00 Los_Angeles,2018-12-07T09:45:30.365-08:00 Los_Angeles,"","","","","","","",Run Status,"","",BI3007715,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE24/FCB-01.FEC-005.P06-S.Trend1,Los_Angeles,"","","","","","","","",5252.PHW.P06-S,"","",2020-05-12T11:03:27.613Z UTC
@p:ubcv:r:220b975e-b43f1146 Friedman Rm 342 VAV 3-3-01 JCL-NAE24/FCB-01.VMA-038.ZN-T,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010369,"",✓,JCL-NAE24/FCB-01.VMA-038.ZN-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce5-cc37f734 Friedman Rm 342 VAV 3-3-01,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82454,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.412-07:00 Los_Angeles,2018-12-07T09:45:30.56-08:00 Los_Angeles,"","","","","","","",Zone Temp,"","",AI3008090,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-016cd679 Friedman Rm 342,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE24/FCB-01.VMA-038.ZN-T.Trend1,Los_Angeles,°C,"","","","","","","",5252.AHU-03.VAV-3-01.ZN-T,✓,"",2020-04-09T19:02:03.798Z UTC
@p:ubcv:r:220b975f-b215dc63 Friedman HX-04 JCL-NAE24/FCB-01.FEC-005.HEX04 HWR-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008568,"",✓,JCL-NAE24/FCB-01.FEC-005.HEX04 HWR-T,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","",@p:ubcv:r:22a09c18-acc95b21 Friedman HX-04,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82117,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:43:38.414-07:00 Los_Angeles,2018-12-07T09:45:30.603-08:00 Los_Angeles,"","","","","","","",Entering Hot Water Temp,"","",AI3007712,"","","","","","","",✓,"","","","","","","","","","","","","",✓,✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,"",✓,JCL-NAE24/FCB-01.FEC-005.HEX04 HWR-T.Trend1,Los_Angeles,°C,"","","",✓,"","","",5252.PHW.HEX04.HWR-T,"","",2020-04-09T19:02:03.799Z UTC
@p:ubcv:r:220b975e-f2080fd8 Friedman Rm 215 VAV 1-2-04 JCL-NAE24/FCB-01.VMA-020.RAD-O,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3011311,"",✓,JCL-NAE24/FCB-01.VMA-020.RAD-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:220b8ce4-ca4316b8 Friedman Rm 215 VAV 1-2-04,"","","",@p:ubcv:r:2169839d-8ceda28a Friedman Floor 2,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82506,2018-02-06T00:00:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.416-07:00 Los_Angeles,2018-12-07T09:45:30.358-08:00 Los_Angeles,"","","","","","","",Baseboard Radiation Cmd,"","",AO3011310,"","","","","","",✓,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-38ee8ddd Friedman Rm 215,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-090873f2 .+(\.|-| )(SUP)?RAD-O,"","",JCL-NAE24/FCB-01.VMA-020.RAD-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:00.569Z UTC
@p:ubcv:r:220b975e-fc1d47fd Friedman Rm 444 VAV 3-4-03 JCL-NAE24/FCB-01.VMA-053.SA-F,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010710,"",✓,JCL-NAE24/FCB-01.VMA-053.SA-F,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-802abcb9 Friedman Rm 444 VAV 3-4-03,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82494,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:43:38.418-07:00 Los_Angeles,2019-04-11T16:04:13.88-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"","",AV3008142,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-85accb4d Friedman Rm 444,"","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE24/FCB-01.VMA-053.SA-F.Trend1,Los_Angeles,L/s,"","","","","","","",5252.AHU-03.VAV-4-03.SA-F,"","",2020-04-09T19:02:03.801Z UTC
@p:ubcv:r:220b975e-a2434dcf Friedman Rm 323 VAV 1-3-03 JCL-NAE24/FCB-01.VMA-037.DPR-O,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009539,"",✓,JCL-NAE24/FCB-01.VMA-037.DPR-O,"",✓,"",✓,@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-5aa09c9c Friedman Rm 323 VAV 1-3-03,"","","",@p:ubcv:r:216983ab-5fb4d891 Friedman Floor 3,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82457,2018-02-06T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.42-07:00 Los_Angeles,2019-04-11T16:04:13.827-07:00 Los_Angeles,"","","","","","","",Discharge Air Damper Cmd,"","",AO3007922,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-f12c1229 Friedman Rm 323,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE24/FCB-01.VMA-037.DPR-O.Trend1,Los_Angeles,%,"","","","","","","","","","",2020-04-14T16:50:02.231Z UTC
@p:ubcv:r:220b975e-7ba4e2df Friedman Rm 420a VAV 1-4-03 JCL-NAE24/FCB-01.VMA-045.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3009583,"",✓,JCL-NAE24/FCB-01.VMA-045.SAFLOW-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-729a0cac Friedman Rm 420a VAV 1-4-03,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82341,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.422-07:00 Los_Angeles,2019-04-11T16:04:13.406-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"","",AV3007929,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce4-f1231c5a Friedman Rm 420a,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE24/FCB-01.VMA-045.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","","","","",5232.AHU-01.VAV-4-03.SAFLOW-SP,"","",2020-04-09T19:02:03.803Z UTC
@p:ubcv:r:2094e280-440fcfd7 Friedman HW Main Meter Energy,"","","","",@p:ubcv:r:21cacd5c-8345e18c MEDB DES Meter,AI1,"","",✓,"","","","","",@p:ubcv:r:21cacd5c-8345e18c MEDB DES Meter,"","",✓,MWh => kWh,ok,1736594.1162109375kWh,"","","",$equipRef $navName,"","","","","","",✓,"","","",@p:ubcv:r:2094e280-f218ba9d Friedman HW Main Meter,"","","",@p:ubcv:r:21697fca-4b5c11d8 Friedman Utilities,"","",✓,"",15min,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",consumption,139552,2016-05-05T11:15:00-07:00 Los_Angeles,ok,✓,✓,"","",Number,"","","","","","","","","",Energy,"","","","","","","","","","",✓,"","","","","",10364,"","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,84,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","","",Los_Angeles,kWh,✓,"","",✓,"","","","","","",2020-04-28T00:03:35.673Z UTC
@p:ubcv:r:220b975e-3e132fe6 Friedman Rm 453 VAV 3-4-05 JCL-NAE24/FCB-01.VMA-055.SAFLOW-SP,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3010793,"",✓,JCL-NAE24/FCB-01.VMA-055.SAFLOW-SP,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-967d1283 Friedman Rm 453 VAV 3-4-05,"","",✓,@p:ubcv:r:220b8ce4-f3738769 Friedman Floor 4,"","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","","",82400,2018-02-05T02:45:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:43:38.424-07:00 Los_Angeles,2019-04-11T16:04:13.664-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"","",AV3008153,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:220b8ce5-f33612e0 Friedman Rm 453,"","","","","","",@p:ubcv:r:2093d464-0478966f Friedman,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE24/FCB-01.VMA-055.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","","","","","",5252.AHU-03.VAV-4-05.SAFLOW-SP,"","",2020-04-09T19:02:03.804Z UTC
@p:ubcv:r:263b76cc-30e4094c Friedman Elec meter Energy,"","","","","","","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"","",✓,"",ok,6269631kWh,"","","",$equipRef $navName,"","","",✓,"","",✓,"","","",@p:ubcv:r:2094e1db-36942aa2 Friedman Elec meter,"","","",@p:ubcv:r:21697fca-4b5c11d8 Friedman Utilities,"","",✓,"",15min,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",consumption,319752,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"","","",Number,"","","","","","","","","",Energy,"","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Freidman_523.Elec_Energy,✓,"","",✓,"","","","","",10393,"","","","","","","","",✓,"",@p:ubcv:r:2093d464-0478966f Friedman,84,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","","",Los_Angeles,kWh,✓,"","","","","","","","","",2020-05-04T19:39:55.407Z UTC
@p:ubcv:r:220b975f-12ca096d Friedman HX-03 P03b JCL-NAE24/FCB-01.FEC-005.P03b-C,"","","","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"",TL3008553,"",✓,JCL-NAE24/FCB-01.FEC-005.P03b-C,"",✓,"","",@p:ubcv:r:2093d32e-cd788d7c MEDB (NAE-24),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P03b,@p:ubcv:r:22a09c4b-f4c67d0a Friedman HX-03,"","","",@p:ubcv:r:220b84f4-c538794f Friedman Hydronic Systems,"","",✓,"","","",2020-05-01T07:38:23-07:00 Los_Angeles,"","","",1818,2018-02-02T08:21:31-08:00 Los_Angeles,ok,"",✓,✓,✓,Bool,2020-05-12T14:43:38.251-07:00 Los_Angeles,2018-12-07T09:45:30.508-08:00 Los_Angeles,"","","","","","","",Run Cmd,"","",BO3007700,"","","","","","","",✓,"","","","",✓,"","","","","",✓,"","",✓,"","",@p:ubcv:r:2093d464-0478966f Friedman,"","","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","",JCL-NAE24/FCB-01.FEC-005.P03b-C.Trend1,Los_Angeles,"","","","",✓,"","","",5252.PHW.P03b-C,"","",2020-05-12T11:03:27.559Z UTC
