id,ahu,ahuMode,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cool,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,final,flow,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lifeBAHU1_VAV,lifeBAHU2_VAV,lifePHAHU1_VAV,life_B_AHU2,life_PHAHU2_VAV,lowLim,mixed,mode,motion,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,transfer,tz,unit,utilityPoint,valve,vav,vavMode,volume,water,zone,mod
@p:ubcv:r:236e3fb3-8f326f1b Life Building Unsorted Points THX_TS_TC7,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL14,✓,THX_TS_TC7,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:00-07:00 Los_Angeles,"","","",161660,2018-10-29T05:55:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.201-07:00 Los_Angeles,2018-11-28T16:32:29.938-08:00 Los_Angeles,"","","","","","","","","","",THX_TS_TC7,✓,AI1107,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_TS_TC7_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.551Z UTC
@p:ubcv:r:236e3f45-04e292bc Life Building Unsorted Points L2_VAV02_RM2212_DMP_CL,"","","",@p:ubcv:r:236cab0b-74bbcbd5 LIFE L2_VAV02_RM2212 AHU1 CP560150,"",TL92,✓,L2_VAV02_RM2212_DMP_CL,"","","",@p:ubcv:r:236cab0b-74bbcbd5 LIFE L2_VAV02_RM2212 AHU1 CP560150,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T06:51:33-07:00 Los_Angeles,"","","",150282,2018-11-01T15:16:09-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:28.738-07:00 Los_Angeles,2018-11-28T16:32:30.618-08:00 Los_Angeles,"","","","","","","","","","",L2_VAV02_RM2212_DMP_CL,✓,BO6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",L2_VAV02_RM2212_Dmp_Open_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.456Z UTC
@p:ubcv:r:236e3dbc-719a57d0 Life Building Unsorted Points PH_VAV02_RM2201_DMP,"","",✓,@p:ubcv:r:236caa97-741de6ce LIFE PENTHOUSE_VAV02_RM2201 AHU1 CP560103,"",TL6,✓,PH_VAV02_RM2201_DMP,"",✓,"",@p:ubcv:r:236caa97-741de6ce LIFE PENTHOUSE_VAV02_RM2201 AHU1 CP560103,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80722,2018-10-29T22:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:29.481-07:00 Los_Angeles,2019-01-23T16:53:21.471-08:00 Los_Angeles,"","","",✓,"","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",PH_VAV02_RM2201_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:18.286Z UTC
@p:ubcv:r:236e3e29-fcd6e157 Life Building Unsorted Points L2_VAV14_RM2408_DMP,"","",✓,@p:ubcv:r:236caa97-6cff3598 LIFE L2_VAV14_RM2408 AHU1 CP560135,"",TL6,✓,L2_VAV14_RM2408_DMP,"",✓,"",@p:ubcv:r:236caa97-6cff3598 LIFE L2_VAV14_RM2408 AHU1 CP560135,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-04-29T12:29:58-07:00 Los_Angeles,conn fault,"","",78826,2018-10-29T22:27:59-07:00 Los_Angeles,fault,"","","",Number,2020-05-05T16:04:35.628-07:00 Los_Angeles,2019-01-23T16:53:25.369-08:00 Los_Angeles,"","","",✓,"","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",L2_VAV14_RM2408_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:18.34Z UTC
@p:ubcv:r:236e4160-b962fcfb Life Building Unsorted Points AMS_B_VAV34_RM0075_FLW,"","",✓,@p:ubcv:r:236cb140-e81f0abf LIFE AMS_B_VAV34_RM0075_DRYER_BAHU2_DRYER_CP560423,"",TL3,✓,AMS_B_VAV34_RM0075_FLW,"","","",@p:ubcv:r:236cb140-e81f0abf LIFE AMS_B_VAV34_RM0075_DRYER_BAHU2_DRYER_CP560423,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:37:46-07:00 Los_Angeles,"","","",80283,2018-10-31T07:18:17-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:54.316-07:00 Los_Angeles,2019-01-23T16:53:10.124-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",AMS_B_VAV34_RM0075_FLW_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:18.884Z UTC
@p:ubcv:r:236e3c0e-2e84fa28 Life Building Unsorted Points G_VAV10_RM1018_FLW,"","",✓,@p:ubcv:r:236ca423-97aaf15c LIFE G_VAV10_RM1018 AHU1 CP560044,"",TL3,✓,G_VAV10_RM1018_FLW,"","","",@p:ubcv:r:236ca423-97aaf15c LIFE G_VAV10_RM1018 AHU1 CP560044,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:16-07:00 Los_Angeles,"","","",80725,2018-10-29T21:58:58-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:42.004-07:00 Los_Angeles,2019-01-23T16:53:02.179-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV10_RM1018_FLW_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:18.038Z UTC
@p:ubcv:r:236e3e65-746a7b35 Life Building Unsorted Points L2_VAV11_RM2514_DMP_CL,"","","",@p:ubcv:r:236caa97-ff9bfb92 LIFE L2_VAV11_RM2514 AHU1 CP560138,"",TL92,✓,L2_VAV11_RM2514_DMP_CL,"","","",@p:ubcv:r:236caa97-ff9bfb92 LIFE L2_VAV11_RM2514 AHU1 CP560138,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T06:41:32-07:00 Los_Angeles,"","","",37222,2018-11-01T06:00:47-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:55.816-07:00 Los_Angeles,2018-11-28T16:32:27.93-08:00 Los_Angeles,"","","","","","","","","","",L2_VAV11_RM2514_DMP_CL,✓,BO6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",L2_VAV11_RM2514_Dmp_Open_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.23Z UTC
@p:ubcv:r:236e40ce-86b6bd55 Life Building Unsorted Points AMS_B_VAV25_RM0038_DMP_OP,"","","",@p:ubcv:r:236cb140-01fc66d6 LIFE AMS_B_VAV25_RM0038 B_AHU2_EF,"",TL92,✓,AMS_B_VAV25_RM0038_DMP_OP,"","","",@p:ubcv:r:236cb140-01fc66d6 LIFE AMS_B_VAV25_RM0038 B_AHU2_EF,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:33:04-07:00 Los_Angeles,"","","",46553,2018-10-30T22:12:17-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:29.046-07:00 Los_Angeles,2018-11-28T16:33:02.122-08:00 Los_Angeles,"","","","","","","","","","",AMS_B_VAV25_RM0038_DMP_OP,✓,BO6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",AMS_B_VAV25_RM0038_Dmp_Open_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.008Z UTC
@p:ubcv:r:236e3ee8-5504dbe6 Life Building Unsorted Points L2_VAV06_RM2116_OAT_AV,"","",✓,@p:ubcv:r:236caa97-bf4d93e7 LIFE L2_VAV06_RM2116 AHU2 CP560146,"",TL94,✓,L2_VAV06_RM2116_OAT_AV,"","","",@p:ubcv:r:236caa97-bf4d93e7 LIFE L2_VAV06_RM2116 AHU2 CP560146,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80272,2018-10-31T08:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:29.409-07:00 Los_Angeles,2019-01-23T16:53:20.531-08:00 Los_Angeles,"","","","","","","","","","",Outside Air Temp,"",AV48,"","","","",✓,✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,"",✓,"",L2_VAV06_RM2116_OAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-14T16:50:02.227Z UTC
@p:ubcv:r:24edab6a-f602a958 Life Building Unsorted Points AMS_AHU2_SCH,"","","",@p:ubcv:r:236ca830-acfd907b LIFE LIFE_AMS_560400,SCH1,"",✓,AMS_AHU2_SCH,"","","",@p:ubcv:r:236ca830-acfd907b LIFE LIFE_AMS_560400,"","","","",unknown,"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",Number,"","","","","","","","","","","","",Scheduled Occupancy,"","","","","","","",✓,"","","","","","","","",✓,"","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","","","",Los_Angeles,"","","","","","","","",2020-03-25T18:01:47.66Z UTC
@p:ubcv:r:236e4030-4ae8cc33 Life Building Unsorted Points AMS_B_VAV14_RM0005_DMP_CL,"","","",@p:ubcv:r:236cb140-f3af4f44 LIFE AMS_B_VAV14_RM0005 B_AHU2,"",TL91,✓,AMS_B_VAV14_RM0005_DMP_CL,"","","",@p:ubcv:r:236cb140-f3af4f44 LIFE AMS_B_VAV14_RM0005 B_AHU2,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-03-16T06:18:18-07:00 Los_Angeles,"","","",1267,2018-10-29T05:20:21-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:54.951-07:00 Los_Angeles,2018-11-28T16:32:26.734-08:00 Los_Angeles,"","","","","","","","","","",AMS_B_VAV14_RM0005_DMP_CL,✓,BO5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",AMS_B_VAV14_RM0005_Dmp_Close_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:36.69Z UTC
@p:ubcv:r:24c89f49-f5a7ba5b Life Building Unsorted Points THX_P_D2_SPD,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL149,✓,THX_P_D2_SPD,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",28087,2019-07-22T09:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.337-07:00 Los_Angeles,"","","","","","","","","","","",THX_P_D2_SPD,✓,AO2702,"","","","","",✓,"","","","","","","","","","",THX_P_D2_SPD,@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_P_D2_SPD_TL,"",Los_Angeles,%,"","","","","","","",2020-04-09T19:02:18.557Z UTC
@p:ubcv:r:236cb26f-48885752 Life Building Unsorted Points ATHLETICS_B_VAV06_RM0057_FLW,"","",✓,@p:ubcv:r:236ca3c3-8a514b0e LIFE ATHLETICS_B_VAV06_RM0057 B_AHU_1 CP560009,"",TL3,✓,ATHLETICS_B_VAV06_RM0057_FLW,"","","",@p:ubcv:r:236ca3c3-8a514b0e LIFE ATHLETICS_B_VAV06_RM0057 B_AHU_1 CP560009,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:56-07:00 Los_Angeles,"","","",80899,2018-10-28T17:07:17-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:43.851-07:00 Los_Angeles,2019-01-23T16:52:51.92-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",ATHLETICS_B_VAV06_RM0057_FLW_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:17.846Z UTC
@p:ubcv:r:236e3fb4-6b179b83 Life Building Unsorted Points THX_E_AHU_P_E1_FLOW,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL55,✓,THX_E_AHU_P_E1_FLOW,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:00-07:00 Los_Angeles,"","","",157764,2018-11-01T09:05:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.367-07:00 Los_Angeles,2018-11-28T16:32:32.894-08:00 Los_Angeles,"","","","","","","","","","",THX_E_AHU_P_E1_FLOW,✓,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","",2020-04-09T19:15:20.571Z UTC
@p:ubcv:r:236e4167-1878e209 Life Building Unsorted Points AMS_B_FCU02_RM0007_SAT,"","",✓,@p:ubcv:r:236cb140-67845082 LIFE AMS_B_FCU02_RM0007,"",TL4,✓,AMS_B_FCU02_RM0007_SAT,"","","",@p:ubcv:r:236cb140-67845082 LIFE AMS_B_FCU02_RM0007,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80279,2018-10-31T07:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:26.339-07:00 Los_Angeles,2019-01-23T16:52:49.215-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI2,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",AMS_B_FCU02_RM0007_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.893Z UTC
@p:ubcv:r:236e3e98-604d60c4 Life Building Unsorted Points L2_VAV09_RM2602_OAT_AV,"","",✓,@p:ubcv:r:236caa97-968509be LIFE L2_VAV09_RM2602 AHU2 CP560140,"",TL97,✓,L2_VAV09_RM2602_OAT_AV,"","","",@p:ubcv:r:236caa97-968509be LIFE L2_VAV09_RM2602 AHU2 CP560140,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80283,2018-10-31T08:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:29.131-07:00 Los_Angeles,2019-01-23T16:53:07.606-08:00 Los_Angeles,"","","","","","","","","","",Outside Air Temp,"",AV50,"","","","",✓,✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,"",✓,"",L2_VAV09_RM2602_OAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-14T16:50:02.232Z UTC
@p:ubcv:r:24c8a338-45ff2e88 Life Building Unsorted Points THX_P_G1_ENAB,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL162,✓,THX_P_G1_ENAB,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",28086,2019-07-22T09:45:00-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:25.371-07:00 Los_Angeles,"","","","","","","","","","","",THX_P_G1_ENAB,✓,BO3303,"","","","","",✓,"","","","","","","","","","",THX_P_G1_ENAB,@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_P_G1_ENAB_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T18:49:31.726Z UTC
@p:ubcv:r:236e3b1f-4106135b Life Building Unsorted Points G_VAV02_RM1311_CO2_AV,"","","",@p:ubcv:r:236ca423-6f11f827 LIFE G_VAV02_RM1311 AHU1 CP560035,"",TL11,✓,G_VAV02_RM1311_CO2_AV,"","","",@p:ubcv:r:236ca423-6f11f827 LIFE G_VAV02_RM1311 AHU1 CP560035,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:39:32-07:00 Los_Angeles,"","","",80296,2018-10-31T07:58:48-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:44.958-07:00 Los_Angeles,2019-01-23T16:53:02.939-08:00 Los_Angeles,"","","","","","","","","","",G_VAV02_RM1311_CO2_AV,✓,AV41,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV02_RM1311_CO2_TL,"",Los_Angeles,ppm,"","","","","","","",2020-04-09T19:02:17.943Z UTC
@p:ubcv:r:236e3c0e-f308d8cf Life Building Unsorted Points G_VAV10_RM1018_RT_SP,"","",✓,@p:ubcv:r:236ca423-97aaf15c LIFE G_VAV10_RM1018 AHU1 CP560044,"",TL2,✓,G_VAV10_RM1018_RT_SP,"","","",@p:ubcv:r:236ca423-97aaf15c LIFE G_VAV10_RM1018 AHU1 CP560044,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:13-07:00 Los_Angeles,"","","",80722,2018-10-29T22:09:07-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:43.358-07:00 Los_Angeles,2019-01-23T16:53:18.228-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",G_VAV10_RM1018_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.039Z UTC
@p:ubcv:r:236cb2c2-8e21ca6c Life Building Unsorted Points G_VAV35_NORTH_DMP,"","",✓,@p:ubcv:r:236ca3c3-94a772f9 LIFE G_VAV35_NORTH AHU2 CP560021,"",TL6,✓,G_VAV35_NORTH_DMP,"",✓,"",@p:ubcv:r:236ca3c3-94a772f9 LIFE G_VAV35_NORTH AHU2 CP560021,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:36:38-07:00 Los_Angeles,"","","",80902,2018-10-28T17:16:49-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:43.287-07:00 Los_Angeles,2019-01-23T16:53:27.424-08:00 Los_Angeles,"","","","","",✓,"","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",G_VAV35_NORTH_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:17.88Z UTC
@p:ubcv:r:236e411b-ac27c61c Life Building Unsorted Points AMS_B_VAV30_CORRID0020_OperationMode,"","","",@p:ubcv:r:236cb140-ab443355 LIFE AMS_B_VAV30_CORRID0020 B_AHU2,"",TL13,✓,AMS_B_VAV30_CORRID0020_OperationMode,"","","",@p:ubcv:r:236cb140-ab443355 LIFE AMS_B_VAV30_CORRID0020 B_AHU2,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T06:00:10-07:00 Los_Angeles,"","","",752,2018-11-19T05:00:20-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:38:29.295-07:00 Los_Angeles,2019-01-23T16:53:04.862-08:00 Los_Angeles,"","","","","","","","",✓,"",Operation Mode,"",MSV3,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",AMS_B_VAV30_CORRID0020_OperationMode_TL,"",Los_Angeles,"","","","",✓,"","","",2020-04-08T23:18:35.424Z UTC
@p:ubcv:r:236cb30c-b80b7e10 Life Building Unsorted Points G_VAV21_RM1321_DMP_OP,"","","",@p:ubcv:r:236ca423-9b59cb25 LIFE G_VAV21_RM1321 AHU1 CP560031,"",TL91,✓,G_VAV21_RM1321_DMP_OP,"","","",@p:ubcv:r:236ca423-9b59cb25 LIFE G_VAV21_RM1321 AHU1 CP560031,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:35-07:00 Los_Angeles,"","","",69713,2018-10-30T08:57:02-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:52.815-07:00 Los_Angeles,2018-11-28T16:33:02.413-08:00 Los_Angeles,"","","","","","","","","","",G_VAV21_RM1321_DMP_OP,✓,BO5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV21_RM1321_Dmp_Close_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.342Z UTC
