id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,mixed,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,primaryLoop,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4ecbc-f6ea2f0c Ponderosa North Unsorted Points POND2_FC108_Space Temperature,"","",@p:ubcv:r:23d4dde8-40b0393a PONDN POND2_FC108_RM1237_eZFC (730108),"",TL1,✓,POND2_FC108_Space Temperature,"","","",@p:ubcv:r:23d4dde8-40b0393a PONDN POND2_FC108_RM1237_eZFC (730108),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T01:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [234] svc=READ_RANGE cls=SERVICES code=MISSING_REQUIRED_PARAMETER ","","",46460,2019-01-13T12:15:00-08:00 Los_Angeles,fault,"","","",Number,2020-05-12T01:13:14.817-07:00 Los_Angeles,"","","","",POND2_FC108_Space Temperature,✓,AV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC108_Space Temperature TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.018Z UTC
@p:ubcv:r:23d4f718-5a37bc4e Ponderosa North Unsorted Points AHU_02_ENAB,"","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"",TL1,✓,AHU_02_ENAB,"","","",@p:ubcv:r:23d4dcf3-1cf79c45 PONDN POND2_AHU_HRV_EF_CP730800 (730800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T07:00:17-07:00 Los_Angeles,"","","",201,2019-01-14T07:00:21-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:53:34.282-07:00 Los_Angeles,"","","","",AHU_02_ENAB,✓,BO1101,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",AHU_02_ENAB_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:46.606Z UTC
@p:ubcv:r:23d4f757-fe34594a Ponderosa North Unsorted Points POND2_EM02_TEMP_RWT_MUX,"","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"",TL7,✓,POND2_EM02_TEMP_RWT_MUX,"","","",@p:ubcv:r:23d4dcf3-0370bdda PONDN POND2_EM1_TO_EM7_EM16_TO_EM20_CP730900 (730900),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","","",11640,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:03.11-07:00 Los_Angeles,"","","","",POND2_EM02_TEMP_RWT_MUX,✓,AV1006,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_EM02_TEMP_RWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.784Z UTC
@p:ubcv:r:23d4ebda-c5d04e31 Ponderosa North Unsorted Points BACNET_ELEC_MTR_DEV04_MTR05_KW,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL394,✓,BACNET_ELEC_MTR_DEV04_MTR05_KW,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",45940,2019-01-17T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.773-07:00 Los_Angeles,"","","","",BACNET_ELEC_MTR_DEV04_MTR05_KW,✓,AV1424,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_ELEC_MTR_DEV04_MTR05_KW_POLL_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:37.689Z UTC
@p:ubcv:r:23d4ebda-b98ddaa4 Ponderosa North Unsorted Points BACNET_VFD_P8_ENERGY_KWH_MUX,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL262,✓,BACNET_VFD_P8_ENERGY_KWH_MUX,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46486,2019-01-14T08:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.782-07:00 Los_Angeles,"","","","",BACNET_VFD_P8_ENERGY_KWH_MUX,✓,AV415,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",BACNET_VFD_P8_ENERGY_KWH_MUX_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:37.691Z UTC
@p:ubcv:r:23d4f5c3-9acd6e86 Ponderosa North Unsorted Points POND2_VAV_330_RT_AV,✓,"",@p:ubcv:r:23d4e563-61d72930 PONDN POND2_AHU2_VAV_330_RM3050_55 (730330),"",TL1,✓,POND2_VAV_330_RT_AV,"","","",@p:ubcv:r:23d4e563-61d72930 PONDN POND2_AHU2_VAV_330_RM3050_55 (730330),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:54-07:00 Los_Angeles,"","","",69008,2019-01-17T03:30:40-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:37.633-07:00 Los_Angeles,2019-01-23T16:52:49.742-08:00 Los_Angeles,"","","",Zone Temp,"",AV24,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"",POND2_VAV_330_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:38.508Z UTC
@p:ubcv:r:23d4ebda-3e639688 Ponderosa North Unsorted Points CHW_LAG_PUMP_C_BV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL53,✓,CHW_LAG_PUMP_C_BV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T05:33:32-07:00 Los_Angeles,"","","",1046,2019-01-13T19:50:53-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.465-07:00 Los_Angeles,"","","","",CHW_LAG_PUMP_C_BV,✓,BV47,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",CHW_LAG_PUMP_C_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:26.678Z UTC
@p:ubcv:r:23d4ebd9-0103f686 Ponderosa North Unsorted Points HP_CHWRT_AV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL146,✓,HP_CHWRT_AV,✓,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:38:06-07:00 Los_Angeles,"","","",46288,2019-01-16T10:25:50-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:42.794-07:00 Los_Angeles,2019-01-23T16:52:53.012-08:00 Los_Angeles,"","","",Entering Chilled Water Temp,"",AV29,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-0fb8d105 .+_CHWRT(_AV)?(_\d+)?(_TL)?,✓,"",HP_CHWRT_AV_POLL_TL,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:37.693Z UTC
@p:ubcv:r:23d4f392-4a146801 Ponderosa North Unsorted Points POND2_VAV_306_DMP_CL,"","",@p:ubcv:r:23d4e563-46eeda26 PONDN POND2_AHU1_VAV_306_RM3133_135_137_139 (730306),"",TL92,✓,POND2_VAV_306_DMP_CL,"","","",@p:ubcv:r:23d4e563-46eeda26 PONDN POND2_AHU1_VAV_306_RM3133_135_137_139 (730306),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:50-07:00 Los_Angeles,"","","",48531,2019-01-17T17:00:31-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:49:45.812-07:00 Los_Angeles,"","","","",POND2_VAV_306_DMP_CL,✓,BO6,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_306_Dmp_Open_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:49.299Z UTC
@p:ubcv:r:23d4f767-b17c837e Ponderosa North Unsorted Points POND2_EM15_TEMP_RWT_MUX,"","",@p:ubcv:r:23d4dcf3-86cdf326 PONDN POND2_EM14_EM15_CP731200 (731200),"",TL72,✓,POND2_EM15_TEMP_RWT_MUX,"","","",@p:ubcv:r:23d4dcf3-86cdf326 PONDN POND2_EM14_EM15_CP731200 (731200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","","",11630,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:01.587-07:00 Los_Angeles,"","","","",POND2_EM15_TEMP_RWT_MUX,✓,AV1071,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_EM15_TEMP_RWT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.89Z UTC
@p:ubcv:r:23d4f469-3b4df96b Ponderosa North Unsorted Points POND2_VAV_316_FLW_SP,✓,"",@p:ubcv:r:23d4e563-f5da20dd PONDN POND2_AHU1_VAV_316_RM3023 (730316),"",TL4,✓,POND2_VAV_316_FLW_SP,"","","",@p:ubcv:r:23d4e563-f5da20dd PONDN POND2_AHU1_VAV_316_RM3023 (730316),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:58-07:00 Los_Angeles,"","","",69004,2019-01-17T03:41:17-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:45:53.012-07:00 Los_Angeles,2019-01-23T16:53:10.853-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AV5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",POND2_VAV_316_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:38.424Z UTC
@p:ubcv:r:23d4ebda-68dc4a54 Ponderosa North Unsorted Points WTR_MTR_WMn3_LAST_DAY,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL201,✓,WTR_MTR_WMn3_LAST_DAY,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",18,2019-04-28T00:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.33-07:00 Los_Angeles,"","","","",WTR_MTR_WMn3_LAST_DAY,✓,AV247,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",WTR_MTR_WMn3_LAST_DAY_COV_TL,Los_Angeles,L,"","","","","",2020-04-09T19:02:37.697Z UTC
@p:ubcv:r:23d4f200-b6c69e8b Ponderosa North Unsorted Points POND2_FC233_Space Temperature,"","",@p:ubcv:r:23d4e414-09a13bfa PONDN POND2_FC233_RM2000_eZFC (730233),"",TL1,✓,POND2_FC233_Space Temperature,"","","",@p:ubcv:r:23d4e414-09a13bfa PONDN POND2_FC233_RM2000_eZFC (730233),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",46517,2019-01-13T12:45:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:20.978-07:00 Los_Angeles,"","","","",POND2_FC233_Space Temperature,✓,AV1,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC233_Space Temperature TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.256Z UTC
@p:ubcv:r:23d4f3a9-92c2f446 Ponderosa North Unsorted Points POND2_VAV_307_OperationMode,"","",@p:ubcv:r:23d4e563-4f8d8607 PONDN POND2_AHU1_VAV_307_RM3107_109_111_113 (730307),"",TL13,✓,POND2_VAV_307_OperationMode,"","","",@p:ubcv:r:23d4e563-4f8d8607 PONDN POND2_AHU1_VAV_307_RM3107_109_111_113 (730307),"","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Unoccupied","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","","",Str,2020-05-12T15:45:54.185-07:00 Los_Angeles,2019-01-23T16:53:13.232-08:00 Los_Angeles,"","",✓,Operation Mode,"",MSV3,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"",✓,"","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",POND2_VAV_307_OperationMode_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:40.611Z UTC
@p:ubcv:r:23d4ebda-c115569c Ponderosa North Unsorted Points OAT_COLD_BV,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL54,✓,OAT_COLD_BV,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-08T06:05:00-07:00 Los_Angeles,"","","",438,2019-01-13T16:11:47-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:47:41.579-07:00 Los_Angeles,"","","","",OAT_COLD_BV,✓,BV50,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",OAT_COLD_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:25.809Z UTC
@p:ubcv:r:23d4f5c3-a4a16e95 Ponderosa North Unsorted Points POND2_VAV_330_DMP_OP,"","",@p:ubcv:r:23d4e563-61d72930 PONDN POND2_AHU2_VAV_330_RM3050_55 (730330),"",TL91,✓,POND2_VAV_330_DMP_OP,"","","",@p:ubcv:r:23d4e563-61d72930 PONDN POND2_AHU2_VAV_330_RM3050_55 (730330),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T10:27:14-07:00 Los_Angeles,"","","",14259,2019-01-16T07:38:39-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:49:38.234-07:00 Los_Angeles,"","","","",POND2_VAV_330_DMP_OP,✓,BO5,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_VAV_330_Dmp_Close_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:53.887Z UTC
@p:ubcv:r:23d4f76f-bb7c1a2d Ponderosa North Unsorted Points HRV_01_EN,"","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"",TL3,✓,HRV_01_EN,"",✓,"",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","OFF,ON","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-09T19:35:23-07:00 Los_Angeles,"","","",12,2019-03-07T12:28:34-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:48:01.607-07:00 Los_Angeles,2019-01-23T16:53:11.912-08:00 Los_Angeles,"","","",Enable Cmd,"",BO7,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-5f12cf73 .+_EN(_TL)?,"","",HRV_01_ENAB_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:00.972Z UTC
@p:ubcv:r:23d4f316-e2374150 Ponderosa North Unsorted Points POND2_EM12_POWER_KW_MUX,"","",@p:ubcv:r:23d4dcf3-e76bbd1f PONDN POND2_LVL3_VAV_EM12_EM13_CP730300 (730300),"",TL59,✓,POND2_EM12_POWER_KW_MUX,"","","",@p:ubcv:r:23d4dcf3-e76bbd1f PONDN POND2_LVL3_VAV_EM12_EM13_CP730300 (730300),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:00:00-07:00 Los_Angeles,"","","",11631,2019-01-13T13:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:34.352-07:00 Los_Angeles,"","","","",POND2_EM12_POWER_KW_MUX,✓,AV1058,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_EM12_POWER_KW_POLL_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:38.309Z UTC
@p:ubcv:r:23d4ebda-d947b9a3 Ponderosa North Unsorted Points DHW_HEX_3_4_PU4_S,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL87,✓,DHW_HEX_3_4_PU4_S,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340190,2019-01-18T05:34:53-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.043-07:00 Los_Angeles,"","","","",DHW_HEX_3_4_PU4_S,✓,AI2101,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DHW_HEX_3_4_PU4_S_POLL_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:37.701Z UTC
@p:ubcv:r:23d4f3d3-8f105f79 Ponderosa North Unsorted Points POND2_VAV_309_DMP,✓,"",@p:ubcv:r:23d4e563-fc99c24a PONDN POND2_AHU1_VAV_309_RM3104 (730309),"",TL6,✓,POND2_VAV_309_DMP,"",✓,"",@p:ubcv:r:23d4e563-fc99c24a PONDN POND2_AHU1_VAV_309_RM3104 (730309),"","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:41:52-07:00 Los_Angeles,"","","",69009,2019-01-17T03:30:26-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:50:41.136-07:00 Los_Angeles,2019-01-23T16:53:24.941-08:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AV16,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",POND2_VAV_309_DMP_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:38.383Z UTC
@p:ubcv:r:23d4f76f-a3304bad Ponderosa North Unsorted Points EF_33_S,✓,"",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"",TL36,✓,EF_33_S,"","","",@p:ubcv:r:23d4dcf3-d0358a96 PONDN POND2_HRV1_HRV5_CP731800 (731800),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:46:21-07:00 Los_Angeles,"","","",339342,2019-01-18T06:12:46-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:03.64-07:00 Los_Angeles,"","","","","Exhaust Fan Run ","",AI5,"","","","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","",EF_19_S_POLL_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:38.907Z UTC
@p:ubcv:r:23d4ef98-b1c30d28 Ponderosa North Unsorted Points POND2_FC138_Supply Air Temperature,"","",@p:ubcv:r:23d4e0fc-9516c19b PONDN POND2_FC138_RM1305_eZFC (730138),"",TL8,✓,POND2_FC138_Supply Air Temperature,"","","",@p:ubcv:r:23d4e0fc-9516c19b PONDN POND2_FC138_RM1305_eZFC (730138),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [175] svc=READ_RANGE cls=SERVICES code=MISSING_REQUIRED_PARAMETER ","","",46518,2019-01-13T12:30:00-08:00 Los_Angeles,fault,"","","",Number,2020-05-12T15:51:40.78-07:00 Los_Angeles,"","","","",POND2_FC138_Supply Air Temperature,✓,AV10,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",POND2_FC138_SAT TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:38.137Z UTC
@p:ubcv:r:23d4ebda-ba444526 Ponderosa North Unsorted Points DC_FLW_CIRC_3W_CV_FB_COOL,"","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"",TL85,✓,DC_FLW_CIRC_3W_CV_FB_COOL,"","","",@p:ubcv:r:21e2d345-153f0ba2 PONN Main Router (730000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4ebcd-b497bd7a Ponderosa North Unsorted Points,✓,"","","","","",@p:ubcv:r:23d4ebcd-bd310ef0 Ponderosa North Unsorted Points,"",✓,"","","",2020-05-12T15:47:04-07:00 Los_Angeles,"","","",340189,2019-01-18T05:34:48-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:43.047-07:00 Los_Angeles,"","","","",DC_FLW_CIRC_3W_CV_FB_COOL,✓,AI1807,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:20a65fd0-ef35b954 Ponderosa North,"","","","","","","","",DC_FLW_CIRC_3W_CV_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.704Z UTC
