,index,id,groupRefclean,equipRefclean,siteRef,navName_x,bmsName,unit_x,kind,0
2802,3584,@p:ubcv:r:236c8f85-410ff5b1 Pharmacy Rm 3120 VAV-3S020 VAV_3S020_CO2-1,Pharmacy Floor 3,Pharmacy Rm 3120 VAV-3S020,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,VAV_3S020_CO2-1,ppm,Number,
2803,3585,@p:ubcv:r:236c8a4c-cfbfbba7 Pharmacy Rm B206a EAV-BS022 BS022_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B206a EAV-BS022,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS022_EXH_JAM_AL_BV,,Bool,
2804,3587,@p:ubcv:r:236c8a1d-f9f7f153 Pharmacy Elec Submeters LEED-2N1PC3 2N1PC3_Voltage_C_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-2N1PC3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage C,2N1PC3_Voltage_C_N,V,Number,
2805,3588,@p:ubcv:r:236c89f1-dc4254e1 Pharmacy Rm 4310 VAV-4S037 4S037_AVG_SPACE_TEMP_AV,Pharmacy Floor 4,Pharmacy Rm 4310 VAV-4S037,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,4S037_AVG_SPACE_TEMP_AV,°C,Number,
2806,3589,@p:ubcv:r:236c8a08-d63d0792 Pharmacy Cooling Plant CH-4 CHLR_CH4_CURR_LIMIT,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CH4_CURR_LIMIT,CHLR_CH4_CURR_LIMIT,%,Number,
2807,3590,@p:ubcv:r:236c89f1-17813ff6 Pharmacy Rm 4312 EAV-4E021 4E021_SASH_OPEN_PERCENT,Pharmacy Floor 4,Pharmacy Rm 4312 EAV-4E021,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4E021_SASH_OPEN_PERCENT,4E021_SASH_OPEN_PERCENT,%,Number,
2808,3591,@p:ubcv:r:236c89f0-8d16f0df Pharmacy Rm 6303 EAV-6E041 6E041_VLV_FLOW_FDBK_AV,Pharmacy Floor 6,Pharmacy Rm 6303 EAV-6E041,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow,6E041_VLV_FLOW_FDBK_AV,L/s,Number,
2809,3592,@p:ubcv:r:2391c2a9-0d1d9060 Pharmacy Rm 2350 VAV-2S021 VAV_2S021_FLW,Pharmacy Floor 2,Pharmacy Rm 2350 VAV-2S021,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_2S021_FLW,L/s,Number,
2810,3593,@p:ubcv:r:236c8a99-495c8d4f Pharmacy AHU-07 SF AHU7_SF_VFD_PWR(AT)_DAILY_TL,Pharmacy Air Systems,Pharmacy AHU-07 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU7_SF_VFD_PWR(AT)_DAILY_TL,AHU7_SF_VFD_PWR(AT)_DAILY_TL,_,Number,
2811,3594,@p:ubcv:r:236c8acd-5aefa0d6 Pharmacy Unsorted Points DHW60_PC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,DHW60_PC,DHW60_PC,,Bool,
2812,3595,@p:ubcv:r:236c89f1-9d2a5af4 Pharmacy Rm 6206 VAV-6S017 6S017_6E019_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6206 VAV-6S017,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S017_6E019_AVG_SPACE_TEMP_AV,°C,Number,
2813,3596,@p:ubcv:r:236c89d4-62427aaf Pharmacy Rm B070b EAV-BS059 BS059_SUP_VLV_FLW_FB,Pharmacy Floor 0,Pharmacy Rm B070b EAV-BS059,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,BS059_SUP_VLV_FLW_FB,L/s,Number,
2814,3597,@p:ubcv:r:236c89f0-d1f62b72 Pharmacy Rm 6305b VAV-6S036 6S036_6E045_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6305b VAV-6S036,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S036_6E045_AVG_SPACE_TEMP_AV,°C,Number,
2815,3598,@p:ubcv:r:236c89f1-1cba33db Pharmacy Rm 6203 EAV-6E030 6E030_SASH_OPEN_PERCENT,Pharmacy Floor 6,Pharmacy Rm 6203 EAV-6E030,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6E030_SASH_OPEN_PERCENT,6E030_SASH_OPEN_PERCENT,%,Number,
2816,3600,@p:ubcv:r:2391c0fc-7d0a0a57 Pharmacy Unsorted Points ACU_104/105_OAT_LOCKOUT,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,ACU_104/105_OAT_LOCKOUT,ACU_104/105_OAT_LOCKOUT,,Bool,
2817,3601,@p:ubcv:r:2391ca07-c11db1d0 Pharmacy Unsorted Points INCU_AL_5310D,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,INCU_AL_5310D,INCU_AL_5310D,,Bool,
2818,3602,@p:ubcv:r:236c89f0-566576f3 Pharmacy Rm 6308 VAV-6S052 6S052_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6308 VAV-6S052,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S052_AVG_SPACE_TEMP_AV,°C,Number,
2819,3603,@p:ubcv:r:2391c8cd-907bfd38 Pharmacy Rm 4610 RAD-4-10 RZ4_10_HCV,Pharmacy Floor 4,Pharmacy Rm 4610 RAD-4-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,RZ4_10_HCV,%,Number,
2820,3605,@p:ubcv:r:236c8a88-6bd60e42 Pharmacy Heating Plant HX-2 P-HX2B HX2_PHX2B_VFD_PWR(kWh),Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-2 P-HX2B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,HX2_PHX2B_VFD_PWR(kWh),kWh,Number,
2821,3607,@p:ubcv:r:236c8a1e-ea04b571 Pharmacy Elec Submeters LEED-6N4LE1 6N4LE1_Instant_Power,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N4LE1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6N4LE1_Instant_Power,6N4LE1_Instant_Power,W,Number,
2822,3608,@p:ubcv:r:236c9051-d6a0c15f Pharmacy Unsorted Points UBCP_OAT_TL,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Outside Air Temp,UBCP_OAT_TL,°C,Number,
2823,3610,@p:ubcv:r:2391c5f8-a8038554 Pharmacy Rm 3323 VAV-3S047 VAV_3S047_DP,Pharmacy Floor 3,Pharmacy Rm 3323 VAV-3S047,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S047_DP,Pa,Number,
2824,3611,@p:ubcv:r:236c8a02-e2b748bd Pharmacy Rm 5302 VAV-5S065 5S065_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5302 VAV-5S065,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5S065_JAM_ALARM_BV,,Bool,
2825,3612,@p:ubcv:r:236c8cfc-9995c2be Pharmacy Rm 5122 VAV-5S001 VAV_5S001_DMP,Pharmacy Floor 5,Pharmacy Rm 5122 VAV-5S001,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_5S001_DMP,%,Number,
2826,3613,@p:ubcv:r:2391be86-ec64fb1a Pharmacy Rm 6202 FC-613 FCU_613_RT_SP,Pharmacy Floor 6,Pharmacy Rm 6202 FC-613,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_613_RT_SP,°C,Number,
2827,3614,@p:ubcv:r:236c8b58-6d1cf760 Pharmacy Rm 6113 VAV-6S072 VAV_6S072_RT_SP,Pharmacy Floor 6,Pharmacy Rm 6113 VAV-6S072,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_6S072_RT_SP,°C,Number,
2828,3615,@p:ubcv:r:236c8a03-0dae65ae Pharmacy Rm 5206 EAV-5E036 5E036_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5206 EAV-5E036,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5E036_JAM_ALARM_BV,,Bool,
2829,3616,@p:ubcv:r:236c9050-8c23d956 Pharmacy CRAH System CRAH4~6_RH1,Pharmacy Hydronic Systems,Pharmacy CRAH System,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH4~6_RH1,CRAH4~6_RH1,%RH,Number,
2830,3617,@p:ubcv:r:236c8a4d-bb645319 Pharmacy Rm B501a EAV-BS051 BS051_OFFSET_SP(L/S),Pharmacy Floor 0,Pharmacy Rm B501a EAV-BS051,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS051_OFFSET_SP(L/S),BS051_OFFSET_SP(L/S),L/s,Number,
2831,3618,@p:ubcv:r:236c89f9-e844b224 Pharmacy Rm 1407 EAV-1E001 1E001_EXH_FLOW_ALARM_BV,Pharmacy Floor 1,Pharmacy Rm 1407 EAV-1E001,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow Alarm,1E001_EXH_FLOW_ALARM_BV,,Bool,
2832,3619,@p:ubcv:r:236c8ab6-895ae962 Pharmacy EF-13 EF_13_VFD_HZ_FB,Pharmacy Air Systems,Pharmacy EF-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_13_VFD_HZ_FB,EF_13_VFD_HZ_FB,Hz,Number,
2833,3622,@p:ubcv:r:236c8a08-1530e984 Pharmacy FC-4 FCU_4_TOTAL_MAX_FLW,Pharmacy Floor 4,Pharmacy FC-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,FCU_4_TOTAL_MAX_FLW,L/s,Number,
2834,3623,@p:ubcv:r:236c8a09-78b2261a Pharmacy Unsorted Points Panel_Reset,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Panel_Reset,Panel_Reset,,Bool,
2835,3624,@p:ubcv:r:236c8ae7-085c3f81 Pharmacy AHU-10 AHU10_HCV,Pharmacy Air Systems,Pharmacy AHU-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,AHU10_HCV,%,Number,
2836,3627,@p:ubcv:r:236c8a37-dc36960e Pharmacy Elec Submeters LEED-6NRMC1 6NRMC1_Voltage_C_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6NRMC1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage C,6NRMC1_Voltage_C_N,V,Number,
2837,3628,@p:ubcv:r:236c8ee1-524b7ef9 Pharmacy VAV-3S030B VAV_3S030B_FLW_SP,Pharmacy Floor 3,Pharmacy VAV-3S030B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Sp,VAV_3S030B_FLW_SP,L/s,Number,
2838,3629,@p:ubcv:r:236c8a4d-209a204b Pharmacy Rm B720 EAV-BE066 BE066_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B720 EAV-BE066,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BE066_EXH_JAM_AL_BV,,Bool,
2839,3630,@p:ubcv:r:2391cab4-5494117f Pharmacy Rm 6321 VAV-6S074 VAV_6S074_DMP,Pharmacy Floor 6,Pharmacy Rm 6321 VAV-6S074,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_6S074_DMP,%,Number,
2840,3631,@p:ubcv:r:236c8a6c-f930c27d Pharmacy AHU-17 AHU17_CHWRT,Pharmacy Air Systems,Pharmacy AHU-17,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Chilled Water Temp,AHU17_CHWRT,°C,Number,
2841,3632,@p:ubcv:r:236c8a99-19eeb472 Pharmacy AHU-01 AHU1_HILIM_IN,Pharmacy Air Systems,Pharmacy AHU-01,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU1_HILIM_IN,AHU1_HILIM_IN,,Bool,
2842,3633,@p:ubcv:r:236c8a4d-6c1d89b4 Pharmacy Rm B204c EAV-BS013 BS013_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B204c EAV-BS013,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS013_AVG_ROOM_RT,°C,Number,
2843,3634,@p:ubcv:r:2391c4e1-4dfbd46d Pharmacy VAV-2S033 VAV_2S033_DP,Pharmacy Floor 2,Pharmacy VAV-2S033,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_2S033_DP,Pa,Number,
2844,3636,@p:ubcv:r:2391c325-30dc5c7d Pharmacy Rm 2340 VAV-2S010 VAV_2S010_CO2-2,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,VAV_2S010_CO2-2,ppm,Number,
2845,3637,@p:ubcv:r:236c8c48-6317bf4a Pharmacy Rm 6107 FC-601 FCU_601_S,Pharmacy Floor 6,Pharmacy Rm 6107 FC-601,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_601_S,A,Number,
2846,3638,@p:ubcv:r:236c8acd-1ca0571a Pharmacy CT-1B CT1B_VFD_PWR(kWh),Pharmacy Hydronic Systems,Pharmacy CT-1B,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,CT1B_VFD_PWR(kWh),kWh,Number,
2847,3642,@p:ubcv:r:236c8a4c-3e7fc2e7 Pharmacy Rm B217 EAV-BS027 BS027_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B217 EAV-BS027,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS027_AVG_ROOM_RT,°C,Number,
2848,3643,@p:ubcv:r:236c8dc8-e13b6853 Pharmacy Rm 4122 VAV-4S020 VAV_4S020_RT_SP,Pharmacy Floor 4,Pharmacy Rm 4122 VAV-4S020,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,VAV_4S020_RT_SP,°C,Number,
2849,3644,@p:ubcv:r:236c8c3f-bde0f36b Pharmacy Unsorted Points CO2_RM_6103,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CO2_RM_6103,CO2_RM_6103,ppm,Number,
2850,3645,@p:ubcv:r:236c8a1d-9fd88aa0 Pharmacy Elec Submeters LEED-6N4LW1 6N4LW1_CurrentC,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6N4LW1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current C,6N4LW1_CurrentC,A,Number,
2851,3646,@p:ubcv:r:2391bc85-c6e5bc5d Pharmacy Rm 3208 VAV-3S049 VAV_3S049_FLW_SP,Pharmacy Floor 3,Pharmacy Rm 3208 VAV-3S049,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Sp,VAV_3S049_FLW_SP,L/s,Number,
2852,3647,@p:ubcv:r:2391ca4a-70a4b190 Pharmacy Rm 5527 RAD-5-06 RZ5_06_RT_SP,Pharmacy Floor 5,Pharmacy Rm 5527 RAD-5-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ5_06_RT_SP,°C,Number,
2853,3651,@p:ubcv:r:236c89f1-a0ad2f74 Pharmacy Rm 5206 EAV-5E069 5E069_SASH_OPEN_PERCENT,Pharmacy Floor 5,Pharmacy Rm 5206 EAV-5E069,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E069_SASH_OPEN_PERCENT,5E069_SASH_OPEN_PERCENT,%,Number,
2854,3652,@p:ubcv:r:236c8fd5-7ae6a037 Pharmacy AHU-03 AHU3_HILIM_DIS,Pharmacy Air Systems,Pharmacy AHU-03,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU3_HILIM_DIS,AHU3_HILIM_DIS,,Bool,
2855,3653,@p:ubcv:r:236c8a03-4572da50 Pharmacy Rm 6203 EAV-6E031 6E031_FLOW_ALARM_BV,Pharmacy Floor 6,Pharmacy Rm 6203 EAV-6E031,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,6E031_FLOW_ALARM_BV,,Bool,
2856,3654,@p:ubcv:r:236c8ab6-05c032bc Pharmacy Rm 4202 EF-26 EF_26_VFD_INST_PWR(kW),Pharmacy Floor 4,Pharmacy Rm 4202 EF-26,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Power,EF_26_VFD_INST_PWR(kW),kW,Number,
2857,3655,@p:ubcv:r:236c8a40-5d7d44bc Pharmacy Rm B721 EAV-BS066 BS066_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B721 EAV-BS066,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS066_SUP_JAM_AL_BV,,Bool,
2858,3656,@p:ubcv:r:2391bfa0-a0d7efa7 Pharmacy Unsorted Points SCAV_ALARM_LED(1),Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SCAV_ALARM_LED(1),SCAV_ALARM_LED(1),,Bool,
2859,3657,@p:ubcv:r:2391c4b6-8265853b Pharmacy Rm 2331 VAV-2S012 VAV_2S012_DMP,Pharmacy Floor 2,Pharmacy Rm 2331 VAV-2S012,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_2S012_DMP,%,Number,
2860,3658,@p:ubcv:r:236c8f6e-2fd92086 Pharmacy Rm 3120 RAD-3-09 RZ3_09_RT_SP,Pharmacy Floor 3,Pharmacy Rm 3120 RAD-3-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ3_09_RT_SP,°C,Number,
2861,3659,@p:ubcv:r:236c8ab6-84eb9445 Pharmacy Rm 4202 EF-26 EF_26_SPD_FB,Pharmacy Floor 4,Pharmacy Rm 4202 EF-26,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Fan Speed,EF_26_SPD_FB,%,Number,
2862,3660,@p:ubcv:r:2391c8e8-15ea2604 Pharmacy Rm 4616 RAD-4-09 RZ4_09_HCV,Pharmacy Floor 4,Pharmacy Rm 4616 RAD-4-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,RZ4_09_HCV,%,Number,
2863,3661,@p:ubcv:r:236c8fec-f55e5528 Pharmacy CRAH System CRAH-7 CRAH7_CHG_FIL_AL_BV,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-7,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,CRAH7_CHG_FIL_AL_BV,,Bool,
2864,3663,@p:ubcv:r:236c8c5b-d8b79435 Pharmacy Rm 5122 RAD-5-09 RZ5_09_HCV,Pharmacy Floor 5,Pharmacy Rm 5122 RAD-5-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,RZ5_09_HCV,%,Number,
2865,3664,@p:ubcv:r:236c8d13-b76215b9 Pharmacy Rm 5106 FC-501 FCU_501_RT(COMM_RM),Pharmacy Floor 5,Pharmacy Rm 5106 FC-501,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_501_RT(COMM_RM),FCU_501_RT(COMM_RM),°C,Number,
2866,3667,@p:ubcv:r:2391ca54-6e440f59 Pharmacy Rm 6316 FC-603 FCU_603_S,Pharmacy Floor 6,Pharmacy Rm 6316 FC-603,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Run ,FCU_603_S,A,Number,
2867,3668,@p:ubcv:r:2391bc07-0e407e6b Pharmacy Rm 3210a VAV-3S011 VAV_3S011_CO2_SP,Pharmacy Floor 3,Pharmacy Rm 3210a VAV-3S011,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2 Sp,VAV_3S011_CO2_SP,ppm,Number,
2868,3669,@p:ubcv:r:236c89db-7fa9fbb7 Pharmacy Rm B710b EAV-BS058 BS058_PRIMARY_PRES,Pharmacy Floor 0,Pharmacy Rm B710b EAV-BS058,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Pressure,BS058_PRIMARY_PRES,Pa,Number,
2869,3670,@p:ubcv:r:236c8a99-3d81e5f7 Pharmacy AHU-07 AHU7_HILIM_IN,Pharmacy Air Systems,Pharmacy AHU-07,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU7_HILIM_IN,AHU7_HILIM_IN,,Bool,
2870,3671,@p:ubcv:r:236c8a4d-13740d65 Pharmacy Rm B219 EAV-BS085 BS085_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B219 EAV-BS085,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS085_AVG_ROOM_RT,°C,Number,
2871,3672,@p:ubcv:r:2391c894-e5770e73 Pharmacy Rm 4602 RAD-4-12 RZ4_12_SLAB_SP,Pharmacy Floor 4,Pharmacy Rm 4602 RAD-4-12,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Sp,RZ4_12_SLAB_SP,°C,Number,
2872,3673,@p:ubcv:r:236c89f1-75d22eca Pharmacy Rm 4311 EAV-4E042 4E042_SASH_OPEN_PERCENT,Pharmacy Floor 4,Pharmacy Rm 4311 EAV-4E042,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4E042_SASH_OPEN_PERCENT,4E042_SASH_OPEN_PERCENT,%,Number,
2873,3674,@p:ubcv:r:236c8feb-9a49c50c Pharmacy Heating Plant P-4A P4A HTREJ_P4A_SPD,Pharmacy Hydronic Systems,Pharmacy Heating Plant P-4A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Pump Speed Cmd,HTREJ_P4A_SPD,%,Number,
2874,3676,@p:ubcv:r:236c8a6c-b7e02721 Pharmacy AHU-16 AHU16_PRES,Pharmacy Air Systems,Pharmacy AHU-16,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Static Pressure,AHU16_PRES,Pa,Number,
2875,3677,@p:ubcv:r:236c8a38-fc6e3940 Pharmacy Elec Submeters LEED-TBIRD_PARK_E1 TBIRD_PARK_E1_Demand,Pharmacy Utilities,Pharmacy Elec Submeters LEED-TBIRD_PARK_E1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Demand,TBIRD_PARK_E1_Demand,W,Number,
2876,3678,@p:ubcv:r:236c8a40-24641aeb Pharmacy Rm B501a EAV-BS042 BS042_OCC_TEMP_SP,Pharmacy Floor 0,Pharmacy Rm B501a EAV-BS042,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Occupied Sp,BS042_OCC_TEMP_SP,°C,Number,
2877,3679,@p:ubcv:r:236c8fec-67950803 Pharmacy CRAH System CRAH-4 CRAH4_CTRL_MV,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH4_CTRL_MV,CRAH4_CTRL_MV,,Str,
2878,3680,@p:ubcv:r:236c8a08-f43bb217 Pharmacy Cooling Plant CH-1 CHLR_CH1_CURR_LIMIT,Pharmacy Hydronic Systems,Pharmacy Cooling Plant CH-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_CH1_CURR_LIMIT,CHLR_CH1_CURR_LIMIT,%,Number,
2879,3681,@p:ubcv:r:236c8bfa-bcfe1b18 Pharmacy Rm 6124 RAD-6-15 RZ6_15_SLAB_T2,Pharmacy Floor 6,Pharmacy Rm 6124 RAD-6-15,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ6_15_SLAB_T2,°C,Number,
2880,3682,@p:ubcv:r:2391c38e-8cdcb6a3 Pharmacy Rm 2325 VAV-2S029 VAV_2S029_CO2-1,Pharmacy Floor 2,Pharmacy Rm 2325 VAV-2S029,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,VAV_2S029_CO2-1,ppm,Number,
2881,3683,@p:ubcv:r:236c8a4c-1046a565 Pharmacy EAV-BE098 BE098_EXH_JAM_AL_BV,Pharmacy Floor 0,Pharmacy EAV-BE098,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BE098_EXH_JAM_AL_BV,,Bool,
2882,3684,@p:ubcv:r:236c8a03-f97e4f31 Pharmacy Rm 5202 VAV-5S004 5S004_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5202 VAV-5S004,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5S004_JAM_ALARM_BV,,Bool,
2883,3685,@p:ubcv:r:236c89f0-d5139d6b Pharmacy Rm 4202 EAV-4E047 4E047_VLV_FLOW_FDBK_HILIM_SP,Pharmacy Floor 4,Pharmacy Rm 4202 EAV-4E047,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,4E047_VLV_FLOW_FDBK_HILIM_SP,L/s,Number,
2884,3686,@p:ubcv:r:236c8feb-3b7eccf1 Pharmacy CRAH System CRAH-1 CRAH1_SAT,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Temp,CRAH1_SAT,°C,Number,
2885,3687,@p:ubcv:r:236c89f0-c64525e7 Pharmacy Rm 6102 VAV-6S006 6S006_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6102 VAV-6S006,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S006_AVG_SPACE_TEMP_AV,°C,Number,
2886,3688,@p:ubcv:r:236c8fd4-82d7dee0 Pharmacy AHU-08 AHU8_CO2_SP,Pharmacy Air Systems,Pharmacy AHU-08,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone CO2 Sp,AHU8_CO2_SP,ppm,Number,
2887,3690,@p:ubcv:r:236c8a99-cad4b696 Pharmacy AHU-09 AHU9_MADFB,Pharmacy Air Systems,Pharmacy AHU-09,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Mixed Air Damper ,AHU9_MADFB,%,Number,
2888,3691,@p:ubcv:r:236c89e6-30c9e992 Pharmacy Rm B604c EAV-BS043 BS043_AVG_ROOM_RT,Pharmacy Floor 0,Pharmacy Rm B604c EAV-BS043,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,BS043_AVG_ROOM_RT,°C,Number,
2889,3693,@p:ubcv:r:24c3b6c5-b07de7a6 Pharmacy Unsorted Points 4S006_4E010_4_TOTAL_ZONE_SUPPLY,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S006_4E010_4_TOTAL_ZONE_SUPPLY,4S006_4E010_4_TOTAL_ZONE_SUPPLY,L/s,Number,
2890,3694,@p:ubcv:r:2391bc85-564fcef4 Pharmacy Rm 3208 VAV-3S049 VAV_3S049_DMP,Pharmacy Floor 3,Pharmacy Rm 3208 VAV-3S049,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_3S049_DMP,%,Number,
2891,3695,@p:ubcv:r:2391ca72-7cd44481 Pharmacy Rm 6106 FC-606 FCU_606_CCV,Pharmacy Floor 6,Pharmacy Rm 6106 FC-606,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Cooling Valve Cmd,FCU_606_CCV,%,Number,
